[2024-03-11 20:35:28.515] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:111:111] Start
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:7:7] Extractor is being constructed, threads_num: 6, point_num: 200
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:17:17] Initializing extractor ort env
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:31:31] Using 6 threads, with graph optimization level 99
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:35:35] Using CUDA for extractor
[2024-03-11 20:35:29.374] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:50:50] Loading extractor model from /home/lin/Projects/catkin_ws/src/super-vio/models/superpoint.onnx
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:58:58] Extractor ort env initialized
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:7:7] Extractor is being constructed, threads_num: 6, point_num: 200
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:17:17] Initializing extractor ort env
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:31:31] Using 6 threads, with graph optimization level 99
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:35:35] Using CUDA for extractor
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:50:50] Loading extractor model from /home/lin/Projects/catkin_ws/src/super-vio/models/superpoint.onnx
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:58:58] Extractor ort env initialized
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:19:19] Matcher is being created
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:41:41] Initializing matcher ort env
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:55:55] Using 0 threads, with graph optimization level 99
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:59:59] Using CUDA for matcher
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:74:74] Loading matcher model from /home/lin/Projects/catkin_ws/src/super-vio/models/superpoint_lightglue_fused_fp16.onnx
[2024-03-11 20:35:30.992] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:78:78] Matcher model loaded
[2024-03-11 20:35:30.992] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:82:82] Matcher ort env initialized
[2024-03-11 20:35:32.279] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 1274.240071
[2024-03-11 20:35:32.279] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 1274.489219
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.1263324007132406, -0.123111548017712, 0.5171813804746855]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.171225575423681, -0.12235788679442633, 0.5177857124477813]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3121188641644295, -0.14967923513790674, 0.6380700652482745]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.21423725309871303, -0.12145314531394527, 0.5177451298887468]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2574812489494298, -0.12069292855227837, 0.518334467803274]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.30327319399855024, -0.12160579681833361, 0.5261618018553057]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3432295866889901, -0.12246572669628229, 0.5259374944565726]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.17034289070860312, -0.10210822228469461, 0.4589743471677697]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.10485421673207697, -0.100421045935094, 0.4936632244908999]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.592953092532432, -0.15797761692656667, 0.8184127985448681]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.16028630478655914, -0.0872968198436639, 0.4482126594269735]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.12637380934398243, -0.09899897919302794, 0.5175064475375518]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.36344697752991995, -0.12111332734873982, 0.6759307563865615]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.42720530857740535, -0.12993043379120914, 0.7467545703349476]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.44473853748811554, -0.11227357697630368, 0.7010788547730729]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09585195746722919, -0.07473858049771108, 0.46669773164255557]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3877375916304135, -0.10528358882797133, 0.7030507952519189]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.05373066554119382, -0.07352488579042547, 0.4798683779065363]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.009224565037116767, -0.07487089775763305, 0.4942444549428776]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.035762391071129655, -0.07599602319956576, 0.5016716994505538]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.0803583232404887, -0.07715401959623204, 0.5093159374042354]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.16030816813829166, -0.06941676557954823, 0.453042627098707]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.1262420433152144, -0.07543325630849962, 0.5096040568886364]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.17116139295639027, -0.0765998636873782, 0.5174852782101566]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.21424218990549113, -0.07664079020207105, 0.5177617839813323]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2573694437271809, -0.07668191714403469, 0.5180396476625397]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3032806701324013, -0.07788659032371234, 0.5261780430997751]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3401613840879887, -0.07496589962258661, 0.51857647564913]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.36074257782040203, -0.09671453731353559, 0.7026806588320728]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.5050739779469329, -0.10025023551762671, 0.7471645347662632]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4546057757579019, -0.09365657412352302, 0.716511413699385]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.38978530039079673, -0.09181800442783764, 0.7024455825767875]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.40515693653840656, -0.08628557020551032, 0.6874209105908964]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4550638336271987, -0.07473762497065814, 0.7019217957871696]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3824036128581212, -0.06978765958274533, 0.6890550039464152]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.36763298012351, -0.07502569276035637, 0.7162574390465565]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4156113741727176, -0.06737495141976987, 0.6887790724057749]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3190360277572402, -0.0670215254761933, 0.6617160733125144]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.45081159281712824, -0.06022526530004179, 0.7027609451428525]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.19684823500243295, -0.04692256411528487, 0.5065565238823078]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4381569699206717, -0.057737801363792876, 0.7020686035126219]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.45166287770947844, -0.049667261877592905, 0.6749935330243851]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.38071817155308313, -0.046947437749485996, 0.68642153987353]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.34594053148795734, -0.04347445514908281, 0.6878995350284391]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.009226912857721913, -0.030380059108748084, 0.49426122574259623]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.03576154456297483, -0.03083662154028391, 0.5016891281065702]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.1262442826500601, -0.031324184722230565, 0.5096214022853915]
[2024-03-11 20:35:47.966] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2128623013304781, -0.031357752455584156, 0.5101675555431002]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.30055151440403144, -0.03185984145503389, 0.5183361863637592]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3450819554171414, -0.03324222510406923, 0.5259957808192623]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.054489433752267454, -0.02906929631209547, 0.48662679381275337]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.08091431086574227, -0.02995872634300044, 0.5015159236796292]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.1710622890974021, -0.030884971522563306, 0.5170213814701873]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2551825985727165, -0.030464475780443548, 0.5099823418281734]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09716707222576935, -0.02662266153713863, 0.4730899898205932]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.0769584653778084, -0.026997925582585153, 0.4797584376465943]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.39082982084132784, -0.03577240593344008, 0.7002835904323694]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.41587705820791837, -0.028592331470101165, 0.6739523495686153]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4720890278672352, -0.0160810155933305, 0.687803213948012]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.40394326140500186, -0.015475883774926659, 0.6619210915277121]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3669494754724905, -0.005160071500073219, 0.6614116150588113]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.33274464245835994, -0.004099088249236848, 0.6754463332109683]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.38906895351978815, -0.000529183552761391, 0.6034337758323329]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.38615543896540183, 0.00159277665314636, 0.6152660067436128]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.30832496711472684, 0.002610967547232195, 0.6046402734259513]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.2626606649579531, 0.005627068808461605, 0.5919045544605976]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.22957521474848047, 0.011061259089615954, 0.5559270452644898]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.25713418275044875, 0.012808636447042731, 0.5104660384804266]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.29790279440146566, 0.01281513994154099, 0.5107252459292762]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.43681062442701724, 0.013307450814744416, 0.5696860410490613]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.12813167873829565, 0.014769681685275607, 0.5172480034671706]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.17041791291058728, 0.014560383850838068, 0.5099182448764296]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.21450124284148947, 0.013672172958013058, 0.5097453230782206]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3417380004654599, 0.013898196972283125, 0.5181723496701794]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09729871546654688, 0.015159470662688513, 0.4734871384200866]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.009229480765712958, 0.015825177717175405, 0.4942795686609333]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.03698155046593868, 0.014964215342835046, 0.4941312224434932]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.08210402492536821, 0.01541161690259449, 0.5089046768736952]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.054495441854554134, 0.016422668933838112, 0.486652374527331]
[2024-03-11 20:35:47.967] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.2766918944918661, 0.03085020321125406, 0.6042203634661182]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.25828295097929194, 0.038223438375343755, 0.6050171503456095]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3384839923698572, 0.03313915270695921, 0.5105633728258192]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.35784145890481694, 0.047030601269812206, 0.6878880440368833]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3190929879737156, 0.05441372008630773, 0.6618158210191277]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.6285231634223513, 0.07547589844619898, 0.7582991213416135]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3435526121352919, 0.05516596534101774, 0.5182101581702943]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.29948295465305025, 0.05609320636461429, 0.5103227234063854]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3756080380680365, 0.072075163463087, 0.6261304824681593]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.21771211012163955, 0.05866048691046454, 0.5173818971652878]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2587436787873895, 0.0578302219525239, 0.5100591202587328]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.35217508639205025, 0.0706871436641356, 0.6234662114292452]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.1720924605367543, 0.05953122787062243, 0.509502913935664]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.08265359367369089, 0.060342403812655425, 0.5015823099789951]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.12795593702249752, 0.06126168889690371, 0.5092236067924457]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.007416790909135791, 0.06116268590185398, 0.48735646476405825]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.03751575620209261, 0.06204481622629707, 0.5013057693830246]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.05459534801152332, 0.06281411414431445, 0.4870777466884898]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.39590348328054353, 0.08704486334684321, 0.6488447746223843]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3312639564328152, 0.09124522886918071, 0.6630305917234302]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09437918448565365, 0.06347649640058926, 0.4671313680825594]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.36065931671083207, 0.10375997222513339, 0.6623268196079268]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.32340943353449586, 0.09912770767173905, 0.6258464685723408]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3162288927233377, 0.11496033401570267, 0.6608066312891625]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09702178159034122, 0.08549960669089121, 0.47265167182225093]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3453702253998478, 0.1018237317792338, 0.5182529791757486]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2587551512801961, 0.10198575090238875, 0.510088699815914]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.30099341105276706, 0.1010406589740155, 0.5097780216371721]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.44143100215579884, 0.13309709667032818, 0.6599803833736194]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3901823592615769, 0.1282605290815666, 0.6359978157027889]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.21489485702032754, 0.1021956256686518, 0.5024377239114285]
[2024-03-11 20:35:47.968] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.12790227504498364, 0.10477968515166006, 0.5023136062264665]
[2024-03-11 20:35:47.969] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.17121788062704538, 0.10288924408785019, 0.5015809212937822]
[2024-03-11 20:35:47.969] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3768598731331232, 0.13633890388513698, 0.6590824483217473]
